batter,ERA_range,pitch_type_CH,pitch_type_CU,pitch_type_EP,pitch_type_FC,pitch_type_FF,pitch_type_FS,pitch_type_FT,pitch_type_IN,pitch_type_KC,pitch_type_KN,pitch_type_PO,pitch_type_RB,pitch_type_SC,pitch_type_SI,pitch_type_SL,pitch_type_UN,pitch_type_Unknown,velocity_Slow,velocity_Medium,velocity_Fast,velocity_Very Fast,ERA_Excellent,ERA_Good,ERA_Average,ERA_Poor,ERA_Very Poor
sosaed01,208,8,57,2,19,0,0,3,41,0,4,0,4,42,3,1,1,27,96,66,25,1,25,24,12,43,104
sosale01,37,4,7,0,3,0,0,0,11,0,4,0,1,3,0,0,0,5,19,9,5,1,1,6,2,9,19
sotoel01,7,1,3,0,0,0,0,0,0,0,0,0,4,2,0,0,0,1,3,4,0,0,1,0,1,2,3
sotoju01,470,38,168,14,21,0,0,1,85,0,15,0,5,65,10,0,0,54,178,168,92,5,35,46,32,92,265
sotoli01,24,3,12,0,2,0,0,0,4,0,0,0,9,2,0,0,0,1,10,8,3,1,3,2,1,5,13
souzast01,10,0,2,0,0,0,0,0,5,0,1,0,6,0,0,0,1,1,5,3,1,0,2,2,0,1,5
spangco01,3,0,2,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,2,0,0,0,1
springe01,410,34,128,8,22,0,0,0,89,0,13,0,0,70,9,0,1,37,156,143,81,0,56,27,15,93,219
stallja01,224,26,68,1,7,0,0,2,54,0,10,0,4,37,3,1,0,17,102,72,33,1,15,18,17,56,118
stameer01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
stammcr01,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1
stantmi03,333,22,89,2,22,0,1,1,67,0,14,0,2,73,5,0,2,35,157,97,51,1,20,22,18,62,211
starlbu01,1,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,1,0
stassma01,130,10,44,0,7,0,0,0,32,0,0,0,7,19,4,0,1,13,44,54,20,0,14,10,16,26,64
steelju01,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
steersp01,182,16,41,3,13,0,0,0,50,0,9,0,15,29,5,0,0,17,80,63,25,1,22,23,12,28,97
stefami01,34,1,11,1,1,0,0,0,4,0,3,0,6,7,0,0,0,6,13,11,7,0,5,5,3,5,16
stephty01,268,17,86,1,24,0,0,1,66,1,11,0,33,36,2,0,2,21,105,93,42,1,26,22,23,67,130
stevean01,53,3,25,0,1,0,0,2,6,0,1,0,7,3,0,0,0,12,13,25,11,0,9,7,5,6,26
steveca01,12,0,7,0,1,0,0,0,1,0,0,0,3,1,0,0,0,2,5,5,1,0,0,0,2,5,5
stewach02,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,2,0
stewadj01,102,9,35,2,8,0,0,0,16,0,5,0,3,11,0,0,0,16,42,37,15,1,9,5,11,19,58
stewako01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
stoketr01,3,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,1,2,0,0,0,1,0,1,0,1
storytr01,258,17,74,3,14,0,0,1,58,0,9,0,9,45,5,0,1,31,105,96,37,0,45,17,22,41,133
stottbr01,309,25,95,6,19,0,0,1,56,0,8,0,3,43,6,1,1,49,129,105,55,1,41,35,24,72,137
stoweky01,32,2,13,3,4,0,0,0,3,0,1,0,4,1,0,0,1,4,12,11,6,0,2,2,1,6,21
strasst01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
strawmy01,389,29,152,1,14,0,0,1,86,0,6,0,24,59,10,0,0,31,141,165,56,3,70,47,31,94,147
stromma01,5,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,3,0,0,1,2,0,0,2
stubbga01,64,4,27,2,4,0,0,1,9,0,3,0,2,7,0,0,0,7,20,30,6,1,15,14,3,16,16
suareeu01,381,23,131,2,23,0,1,0,86,0,5,0,15,67,8,0,0,35,143,154,59,1,24,21,48,70,218
suarera01,3,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,2,0
sullibr01,19,0,5,0,1,0,0,0,3,0,0,0,9,6,0,0,0,4,12,6,1,0,1,3,1,6,8
susacan01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
suwinja01,176,20,57,2,13,0,1,0,29,0,4,0,5,25,4,0,1,21,77,67,22,0,21,9,13,33,100
suzukku01,74,6,32,0,1,0,0,0,16,0,0,0,4,9,2,0,1,8,25,31,16,1,8,5,10,17,34
suzukse01,252,19,67,4,23,0,0,2,70,1,11,0,11,39,1,0,2,17,99,93,38,0,34,13,19,52,134
swaggtr01,5,0,4,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,3,0,2,0,0,0,3
swansda01,480,43,157,3,22,0,0,3,109,0,11,0,18,75,13,0,2,42,177,182,77,3,44,47,38,90,261
swihabl01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
szczuma01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
tapiara01,286,32,101,10,19,0,0,1,29,0,5,0,8,42,3,0,0,45,128,95,47,0,46,40,24,61,115
tatisfe02,290,19,87,6,11,0,1,1,60,0,9,0,14,54,9,0,3,30,133,91,48,0,33,13,18,59,167
tauchmi01,118,16,37,0,10,0,0,0,16,0,2,0,3,19,4,0,1,14,54,45,15,0,13,14,7,22,62
taverle01,257,14,100,9,18,0,1,2,25,1,4,0,11,38,4,0,1,41,103,86,44,1,26,31,22,59,119
taylobe11,1,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1
tayloch03,321,22,100,2,16,0,0,1,82,0,3,0,12,61,2,0,0,33,132,116,58,2,25,28,24,70,174
taylomi02,314,35,85,4,19,0,0,1,61,0,15,0,14,63,1,0,1,30,147,97,41,5,40,39,28,53,154
taylosa04,13,0,3,0,1,0,0,0,6,0,1,0,4,0,0,0,0,2,5,5,2,0,2,3,1,1,6
tayloty01,207,12,63,3,12,0,0,3,42,0,7,0,16,38,3,0,1,23,83,80,25,0,14,17,22,45,109
tejedan01,2,0,1,0,1,0,0,0,0,0,0,0,6,0,0,0,0,0,1,1,0,0,0,0,0,1,1
telisto01,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tellero01,267,14,89,3,27,0,1,3,34,0,3,0,9,37,5,0,2,50,124,76,40,1,15,13,13,52,174
tenajo01,7,1,2,0,0,0,0,0,2,0,1,0,4,0,0,0,0,1,3,3,1,0,1,1,1,1,3
terrycu01,6,0,3,0,1,0,0,0,1,0,1,0,2,0,0,0,0,0,2,2,1,0,1,0,0,1,4
thaisma01,72,4,22,2,7,0,1,1,8,0,3,0,4,10,3,0,0,11,28,23,12,0,3,7,3,12,47
thameer01,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
thomaal01,195,16,45,10,14,0,0,3,30,0,10,0,6,38,5,0,0,27,91,59,26,0,31,19,13,44,88
thomaco01,18,3,8,0,2,0,0,0,0,0,1,0,5,0,0,0,0,4,9,3,3,0,3,1,2,2,10
thomadi01,3,1,1,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,2,1,0,0,0,0,1,0,2
thomala02,348,17,100,3,15,0,0,0,92,0,19,0,16,55,6,0,3,39,134,138,52,0,34,45,25,68,176
thompbu01,54,2,13,1,2,0,0,0,17,0,3,0,11,10,2,0,0,4,22,21,8,0,17,15,3,7,12
thompke02,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
thomptr01,92,8,21,2,8,0,0,0,28,0,1,0,5,15,1,0,0,8,45,28,16,0,5,6,5,17,59
thompza01,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0
toccica01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
toglimi01,60,10,20,0,2,0,0,0,13,0,1,0,10,9,0,0,0,6,19,30,9,0,3,7,4,16,30
tomasya01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
tomka01,15,1,7,0,1,0,0,0,2,0,0,0,10,2,1,0,0,1,4,7,3,0,1,3,1,1,9
tomlijo01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
torkesp01,233,14,79,3,11,0,1,1,52,0,12,0,3,44,3,0,0,13,94,80,43,1,14,18,15,45,141
toroab01,152,16,48,6,10,0,0,0,18,0,1,0,17,20,2,1,0,31,77,45,18,0,24,10,7,35,76
torregl01,452,33,135,5,25,0,1,1,92,0,13,0,0,96,10,0,1,40,190,155,75,0,46,39,35,89,243
torrelu01,127,9,52,1,10,0,0,0,18,0,5,0,19,24,0,0,0,8,49,44,19,0,8,5,10,41,63
torrero01,88,8,26,0,7,0,0,0,20,0,2,0,0,13,4,0,0,9,39,35,9,0,16,17,11,13,31
tovarez01,169,14,43,4,6,0,0,0,33,0,5,0,14,43,2,0,0,19,90,59,13,0,17,11,10,40,91
tovarwi01,3,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,2,0,0,0,0,2,0,1
trammta01,51,4,25,2,3,0,1,0,4,0,0,0,11,6,0,1,0,5,18,22,7,0,6,11,2,6,26
travisa01,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0
trejoal01,99,9,25,1,5,0,1,0,21,0,4,0,10,20,0,0,0,13,47,30,12,0,7,15,7,20,50
trevijo01,191,11,60,3,19,0,0,1,20,0,12,0,8,39,7,1,0,19,94,56,17,1,18,18,17,39,99
triolja01,63,3,18,0,6,0,0,0,18,0,4,0,1,8,0,0,0,6,24,23,13,0,2,9,6,11,35
trompch01,11,1,4,0,2,0,0,0,3,0,0,0,5,0,0,0,0,1,3,5,2,0,1,3,0,2,5
troutmi01,252,20,94,1,7,0,0,1,49,0,10,0,12,45,1,0,0,25,101,92,45,2,18,22,11,40,161
tsutsyo01,83,7,28,1,8,0,0,1,15,0,0,0,13,13,1,0,1,8,32,29,14,0,18,2,10,19,34
tuckeco01,52,1,17,1,2,0,0,0,10,0,1,0,3,7,1,0,1,11,27,17,7,0,6,4,3,15,24
tuckeky01,495,34,186,10,35,0,0,2,78,0,17,0,12,65,10,0,1,57,182,186,75,3,44,42,45,111,253
tuckepr01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
turanbr02,93,9,28,3,9,0,0,0,19,0,1,0,14,13,1,0,0,12,36,43,8,1,14,15,10,13,41
turneju01,450,36,135,10,27,0,0,1,92,0,12,0,14,77,10,0,3,47,195,166,60,0,42,25,38,107,238
turnetr01,607,44,161,10,43,0,0,2,129,0,17,1,11,118,11,0,2,72,274,192,93,3,69,65,52,121,300
ucetaed01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
uptonju01,76,3,18,0,4,0,0,0,19,0,1,0,11,18,1,0,1,11,33,24,12,0,5,6,8,12,45
urenari01,5,2,1,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,3,0,1,0,2,0,0,1,2
uriasju01,13,0,4,1,1,0,0,0,1,0,0,0,0,4,0,0,0,2,5,6,0,0,3,2,1,3,4
uriaslu01,251,18,85,4,10,0,1,0,56,0,8,0,12,43,5,0,0,21,106,83,49,1,22,26,27,65,111
uriasra01,274,22,69,1,11,0,0,2,83,0,6,0,13,55,4,0,2,20,114,107,37,0,25,29,19,70,131
urquijo01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
urshegi01,338,33,100,4,23,0,0,1,48,0,13,0,8,69,6,0,4,39,157,112,39,1,44,34,35,66,159
valaipa01,53,9,15,0,1,0,0,0,10,0,2,0,6,10,0,0,0,6,21,18,8,0,3,6,2,14,28
valdeen01,44,5,11,3,2,0,0,0,6,0,1,0,1,6,4,0,0,6,21,16,2,0,6,5,4,10,19
valerbr01,26,3,8,0,2,0,0,0,5,0,1,0,0,4,1,0,0,2,9,9,4,0,6,2,3,4,11
vanmejo01,94,8,43,1,7,0,0,0,15,0,1,0,8,10,0,0,0,9,28,51,13,0,10,9,5,21,49
vargail01,139,12,51,1,10,0,0,0,27,0,1,0,19,17,0,0,0,20,51,58,23,0,20,20,6,33,60
vargami01,61,8,11,1,6,0,1,0,13,0,4,0,7,11,1,0,0,5,30,19,6,0,7,3,7,14,30
varshda01,325,37,100,12,20,0,0,2,55,0,9,0,2,44,4,0,1,43,140,114,45,2,41,32,28,56,168
vaughan01,388,33,117,5,19,0,0,1,86,0,15,0,25,69,6,0,2,36,165,132,60,3,33,38,33,82,202
vavrate01,40,1,18,1,2,0,0,0,9,0,0,0,5,5,2,0,0,2,15,15,9,0,8,2,2,7,21
vazquch01,318,38,106,5,17,0,0,2,58,0,14,0,7,48,3,0,1,26,140,97,60,1,35,36,26,70,151
velasvi01,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,2
velazan01,90,6,41,0,5,0,1,1,10,0,2,0,12,13,0,0,0,11,37,42,5,0,11,14,6,16,43
velazne01,77,8,22,2,2,0,0,2,20,0,3,0,5,12,0,0,0,6,29,28,14,2,7,2,10,13,45
verdual01,486,48,182,6,28,0,1,1,73,0,12,0,12,52,7,0,2,75,195,174,86,1,54,42,41,109,240
vientma01,60,6,14,1,7,0,0,0,13,0,2,0,3,14,0,0,0,3,28,16,7,2,3,4,3,13,37
vierlma01,249,17,70,4,16,0,0,0,46,0,12,0,2,49,1,0,1,33,118,93,21,0,18,33,23,57,118
viladry01,9,2,5,0,0,0,0,0,1,0,0,0,5,1,0,0,0,0,2,2,5,0,2,2,0,1,4
villada01,55,5,23,0,6,0,0,1,10,0,3,0,8,6,1,0,0,0,21,24,7,0,6,3,5,10,31
villajo01,155,11,53,0,10,0,0,1,26,0,1,0,3,20,6,0,0,27,60,60,18,1,20,19,16,29,71
vilorme01,10,0,4,0,1,0,0,0,2,0,0,0,3,1,1,0,0,1,6,4,0,0,2,0,2,2,4
vogelda01,215,18,75,5,15,0,0,0,44,0,3,0,8,18,4,0,0,33,82,82,39,0,21,13,14,50,117
vogtst01,69,8,28,1,0,0,0,0,11,0,0,0,4,12,3,0,0,6,26,26,14,0,4,3,8,15,39
voitlu01,186,10,65,2,11,0,0,2,30,0,3,0,11,45,2,0,0,16,77,69,28,1,10,11,13,36,116
volpean01,131,7,46,3,3,0,0,0,30,0,7,0,0,17,2,0,1,15,54,45,26,1,17,10,9,25,70
vosleja01,54,3,14,0,1,0,0,1,15,0,0,0,12,7,2,0,0,11,22,22,6,0,5,2,2,11,34
vothau01,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
vottojo01,231,21,76,5,21,0,1,0,53,0,3,0,14,23,6,0,1,21,81,85,38,0,20,17,13,45,136
wadela01,249,23,89,3,23,0,0,1,43,0,4,0,13,24,4,1,0,34,91,100,41,1,24,22,16,50,137
wadety01,88,6,45,1,5,0,0,0,6,0,1,0,18,14,4,0,0,6,31,34,17,1,17,16,13,12,30
wainwad01,7,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,5,0,0,0,3,1,1,2
walkech02,434,36,114,3,23,0,0,1,115,0,11,0,9,68,8,0,0,55,190,151,65,3,42,32,38,81,241
walkejo02,124,7,33,2,6,0,0,0,23,0,6,0,1,37,1,0,1,9,56,35,21,0,9,12,15,27,61
walkest01,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,1,1,0,1,0,0,0,0,0,2
walketa01,5,0,1,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,2,2,0,0,1,0,0,2,2
wallach01,50,8,18,1,1,0,0,0,11,0,1,0,4,6,0,0,1,3,18,24,6,0,4,5,3,10,28
wallfo01,14,1,7,0,0,0,0,1,3,0,0,0,6,1,0,0,0,1,6,6,1,0,4,1,2,1,6
wallnma01,69,6,17,2,4,0,0,4,9,0,0,0,3,14,0,0,0,13,30,18,10,0,6,5,6,14,38
wallsta01,172,13,67,3,5,1,0,2,25,0,1,0,7,18,2,0,0,36,75,63,23,1,24,16,15,37,80
walshja01,264,20,102,3,21,0,0,1,38,0,4,0,18,31,7,0,0,37,102,102,38,1,25,27,22,59,131
waltodo01,25,1,9,1,2,0,0,0,4,0,0,0,5,3,1,0,0,4,8,11,4,0,1,3,4,4,13
wardta01,294,28,94,2,15,0,1,0,49,0,11,0,19,53,6,0,0,35,134,106,34,0,16,32,21,72,153
waterdr01,92,7,31,3,4,0,0,0,16,0,2,0,2,13,1,0,2,13,38,34,15,0,8,6,1,24,53
weathry01,4,0,1,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,1,2,1
weavelu01,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1
webblo01,6,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,3,0,0,2,0,0,1,3
welkeco01,13,0,7,0,1,0,0,0,0,0,0,0,8,4,0,0,0,1,5,6,1,0,2,1,0,2,8
wellsau01,23,1,9,4,1,0,0,0,4,0,1,0,2,1,0,0,0,2,10,6,6,0,2,0,2,6,13
wendljo01,295,31,100,4,30,0,1,0,48,0,7,0,9,39,2,0,0,33,119,108,42,2,49,41,28,67,110
westbjo01,67,5,21,1,3,0,0,0,10,0,3,0,11,14,0,0,2,8,33,23,6,1,5,3,4,19,36
wheelza01,11,1,7,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,3,4,3,0,1,2,2,1,5
whiteel04,60,5,17,0,1,0,0,0,17,0,0,0,12,11,0,0,0,9,27,22,4,0,10,6,5,10,29
whiteev01,15,0,5,2,2,0,0,0,1,0,0,0,7,2,0,0,0,3,7,6,1,0,0,0,0,7,8
whitety01,3,0,2,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,1,2,0,0,1,0,0,0,2
whitlga01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
widenta01,3,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,1
wieckbr01,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wiemejo01,75,6,22,1,7,0,0,1,11,0,2,0,9,13,3,0,1,8,34,25,9,0,7,10,9,12,37
wilkest01,13,1,5,0,0,0,0,0,5,0,1,0,3,0,0,0,1,0,4,7,2,0,2,2,2,3,4
willial04,25,0,7,0,3,0,0,0,6,0,2,0,0,4,1,0,0,2,12,7,3,0,1,6,5,4,9
williju02,27,4,10,0,2,0,0,0,7,0,0,0,0,2,0,0,0,2,5,13,7,0,1,3,1,3,19
willilu01,62,3,20,1,3,0,0,0,13,0,0,0,5,12,2,0,0,8,29,20,8,2,7,8,8,16,23
willima10,7,0,1,1,1,0,0,0,2,0,0,0,0,2,0,0,0,0,3,3,0,0,2,1,0,1,3
willini01,2,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,1,1,0,0,0,0,0,0,2
willitr01,5,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,3,1,0,0,0,3,0,1,1
wilsobr02,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
wilsoco01,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wilsoja04,4,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,2,1,0,1,0,1,1,1
wilsoma02,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1
wilsowe01,9,0,5,0,1,0,0,0,3,0,0,0,2,0,0,0,0,0,3,5,1,0,0,1,2,3,3
winkeje01,273,20,97,7,20,0,0,0,43,1,5,0,15,40,2,0,0,38,113,103,33,1,24,10,27,53,159
winnma01,32,4,6,0,2,0,0,0,10,0,1,0,5,6,0,1,0,4,14,12,4,0,3,5,2,7,15
wisdopa01,230,17,56,3,12,0,0,4,50,0,7,0,21,41,2,0,0,38,104,64,39,0,17,21,8,42,142
wiselbr01,24,1,11,1,1,0,0,0,5,0,0,0,3,3,0,0,0,2,8,10,5,0,3,4,2,4,11
wittbo02,333,31,99,5,20,0,0,1,57,0,15,0,22,62,6,0,0,39,154,110,44,1,45,21,26,60,181
wolteto01,8,1,5,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,2,4,2,0,1,1,1,1,4
wongco01,106,7,33,1,3,0,1,0,21,0,5,0,7,24,1,0,2,8,43,41,15,0,14,8,5,23,56
wongke01,10,0,6,0,0,0,0,0,3,0,0,0,7,1,0,0,0,0,2,7,1,0,2,1,0,3,4
wongko01,273,26,114,10,12,0,0,0,47,0,4,0,25,27,3,0,0,30,96,108,48,1,32,33,18,75,115
woodfja01,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
woodrbr01,6,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,2,2,2
wrighky01,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
wynnsau01,93,8,40,0,2,0,0,1,17,0,3,0,2,12,2,0,0,8,37,39,12,0,15,7,6,15,50
yamamjo01,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
yastrmi01,286,22,100,6,28,1,0,0,50,2,4,0,19,24,6,0,1,42,108,102,49,1,26,24,24,64,148
yelicch01,411,32,158,6,19,0,0,0,78,0,5,0,24,56,7,0,0,50,152,171,65,1,49,34,32,95,201
yepezju01,85,10,20,0,4,0,0,0,19,0,2,0,8,21,2,0,0,7,43,25,13,1,8,5,16,12,44
ynoahu01,7,0,2,0,2,0,0,0,2,0,0,0,0,1,0,0,0,0,2,3,0,0,2,0,0,0,5
yoshima02,161,5,70,4,11,0,2,0,29,1,3,0,7,15,3,0,0,18,54,67,26,0,13,21,11,33,83
youngan02,19,1,8,0,1,0,0,0,1,0,0,0,3,4,0,0,0,4,7,6,3,0,1,4,2,1,11
youngja02,13,2,3,1,0,0,0,0,5,0,0,0,6,0,0,0,0,2,6,3,4,0,5,0,0,1,7
youngja03,28,3,7,0,1,0,0,0,6,0,3,0,4,6,1,0,0,1,8,7,9,0,6,3,5,6,8
zavalse01,95,5,25,1,11,0,0,2,12,0,7,0,15,19,4,0,0,9,49,23,10,1,12,7,11,20,45
zimmebr01,82,5,36,1,4,0,0,0,17,0,0,0,13,11,1,0,0,7,26,39,12,0,12,13,9,11,37
zimmery01,65,4,16,0,5,0,0,0,17,0,2,0,6,10,2,0,0,9,27,22,9,0,8,7,7,12,31
zuninmi01,115,8,34,1,4,0,0,0,25,0,2,0,9,25,2,0,1,13,44,44,14,0,15,10,8,14,68
